1571336974 0 0 0 1 0
1571339549 0 0 0 11 0
1571339649 0 0 0 19 0
1571339739 0 0 0 20 0
1572601756 346915 0 0 20 0
1574164972 346937 0 0 20 0
1574175414 347149 0 0 20 0
1574178971 347154 0 0 20 0
1574183683 347154 0 143 20 0
1574184927 347154 70 143 20 0
1574198999 347154 108 143 20 0
1574238606 347156 108 143 20 0
1574247154 347395 108 143 20 0
1574248493 347395 230 143 20 0
1574252498 347542 230 143 20 0
1574260186 347542 259 143 20 0
1574261645 347569 259 143 20 0
1574262079 347577 259 143 20 0
1574282957 347577 259 143 20 146
1574283558 347577 259 185 20 146
1574322350 347577 396 185 20 146
1574322782 347611 396 185 20 146
1574326147 347628 396 185 20 146
1574327794 347649 396 185 20 146
1574350074 347734 396 185 20 146
1574354787 347808 396 185 20 146
1574358250 347874 396 185 20 146
1574358985 347875 396 185 20 146
1574359847 347876 396 185 20 146
1574424769 348031 396 185 20 146
1574426677 348031 571 185 20 146
1574426952 348520 571 185 20 146
1574433546 348555 571 185 20 146
1574437439 348604 571 185 20 146
1574500604 348604 571 185 20 146
1574501248 348612 571 185 20 146
1574515665 348698 571 185 20 146
1574521989 348698 571 185 20 770
1574522805 348698 571 363 20 770
1574529597 348698 571 363 20 802
1574530271 348698 571 416 20 802
1574541018 348698 571 520 20 802
1574542352 348698 571 520 20 810
1574692571 348791 571 520 20 810
1574692982 348793 571 520 20 810
1574693047 348793 571 520 20 810
1574693266 348794 571 520 20 810
1574693409 348796 571 520 20 810
1574699023 348849 571 520 20 810
1574703492 349029 571 520 20 810
1574704035 349037 571 520 20 810
1574740652 349205 571 520 20 810
1574748014 349206 571 520 20 810
