1571336974 0 0 0 1 0
1571339549 0 0 0 2 0
1571339649 0 0 0 3 0
1571339739 0 0 0 4 0
1572601756 1 0 0 4 0
1574164972 2 0 0 4 0
1574175414 3 0 0 4 0
1574178971 4 0 0 4 0
1574183683 4 0 1 4 0
1574184927 4 1 1 4 0
1574198999 4 2 1 4 0
1574238606 5 2 1 4 0
1574247154 6 2 1 4 0
1574248493 6 3 1 4 0
1574252498 7 3 1 4 0
1574260186 7 4 1 4 0
1574261645 8 4 1 4 0
1574262079 9 4 1 4 0
1574282957 9 4 1 4 1
1574283558 9 4 2 4 1
1574322350 9 5 2 4 1
1574322782 10 5 2 4 1
1574326147 11 5 2 4 1
1574327794 12 5 2 4 1
1574350074 13 5 2 4 1
1574354787 14 5 2 4 1
1574358250 15 5 2 4 1
1574358985 16 5 2 4 1
1574359847 17 5 2 4 1
1574424769 18 5 2 4 1
1574426677 18 6 2 4 1
1574426952 19 6 2 4 1
1574433546 20 6 2 4 1
1574437439 21 6 2 4 1
1574500604 22 6 2 4 1
1574501248 23 6 2 4 1
1574515665 24 6 2 4 1
1574521989 24 6 2 4 2
1574522805 24 6 3 4 2
1574529597 24 6 3 4 3
1574530271 24 6 4 4 3
1574541018 24 6 5 4 3
1574542352 24 6 5 4 4
1574692571 25 6 5 4 4
1574692982 26 6 5 4 4
1574693047 27 6 5 4 4
1574693266 28 6 5 4 4
1574693409 29 6 5 4 4
1574699023 30 6 5 4 4
1574703492 31 6 5 4 4
1574704035 32 6 5 4 4
1574740652 33 6 5 4 4
1574748014 34 6 5 4 4
